symbol,name,reason
ضجهش1215,اختيارخ جهش-10000-1404/12/13,[sector] نوع صنعت نامعتبر
طتوان1234,اختيارف توان-36000-14041224,[sector] نوع صنعت نامعتبر
طبيعت068,مرابحه طبيعت سبز-تاكدانا060920,[warrant_rights] د
ضملت9025,اختيارخ وبملت-700-1404/09/19,[sector] نوع صنعت نامعتبر
طملت0134,اختيارف وبملت-1900-1405/01/19,[sector] نوع صنعت نامعتبر
ضستا1050,اختيارخ شستا-1210-1404/10/10,[sector] نوع صنعت نامعتبر
طموج1227,اختيارف موج-34000-14041224,[sector] نوع صنعت نامعتبر
طستر1030,اختيارف خگستر-3000-1404/10/03,[sector] نوع صنعت نامعتبر
ضستا1045,اختيارخ شستا-710-1404/10/10,[sector] نوع صنعت نامعتبر
وپاسار4,بانك  پاسارگاد,[warrant_rights] د
ططعام1009,اختيارف طعام-14000-14041015,[sector] نوع صنعت نامعتبر
طاطلس100007,اختيارف اطلس-80000-14041021,[sector] نوع صنعت نامعتبر
اراد2364,مرابحه عام دولت236-ش.خ070815,[warrant_rights] د
ضستا1245,اختيارخ شستا-2010-1404/12/13,[sector] نوع صنعت نامعتبر
سفارس4,سيمان فارس و خوزستان,[sector] نوع صنعت نامعتبر
اراد253,مرابحه عام دولت253-ش.خ070311,[warrant_rights] د
ضبساما1124,اختيارخ بساما-12000-14041105,[sector] نوع صنعت نامعتبر
آتيه ملت,صندوق س آتيه ملت-ثابت,[warrant_rights] د
ضستا1233,اختيارخ شستا-710-1404/12/13,[sector] نوع صنعت نامعتبر
بتهران,بيمه اتكايي تهران رواك,[sector] نوع صنعت نامعتبر
طفلا0124,اختيارف فولاد-2000-1405/01/19,[warrant_rights] د
ثتوسا,س.توسعه و عمران استان اردبيل,[warrant_rights] د
طخود1153,اختيارف خودرو-550-1404/11/01,[warrant_rights] د
بازرگام,پست پيشگامان,[sector] نوع صنعت نامعتبر
لورچ08,مرابحه لورچ 080202,[murabaha] مرابحه
طسپا1042,اختيارف خساپا-600-1404/10/24,[sector] نوع صنعت نامعتبر
اراد2304,مرابحه عام دولت230-ش.خ070628,[warrant_rights] د
وكار4,بانك‌ كارآفرين‌,[sector] نوع صنعت نامعتبر
طملت1010,اختيارف وبملت-1400-1404/10/17,[sector] نوع صنعت نامعتبر
عغدير1,سلف آهن اسفنجي غدير ايرانيان,[warrant_rights] د
ضهرم9019,اختيارخ اهرم-24000-1404/09/26,[sector] نوع صنعت نامعتبر
ضصاد9026,اختيارخ وبصادر-380-1404/09/19,[warrant_rights] د
طرويين905,اختيارف رويين-11000-14040930,[sector] نوع صنعت نامعتبر
صگل71,صكوك مرابحه كگل71-3ماهه23%,[murabaha] مرابحه
طبيعت073,مرابحه طبيعت سبز-سپهر070311,[murabaha] مرابحه
مشير0612,مشاركت ش شيراز0612-3ماهه20.5%,[sector] نوع صنعت نامعتبر
طهرم1021,اختيارف اهرم-18000-1404/10/24,[sector] نوع صنعت نامعتبر
دانا,بيمه دانا,[warrant_rights] د
فلوله,لوله‌وماشين‌سازي‌ايران‌,[sector] نوع صنعت نامعتبر
طفزر1006,اختيارف فزر-65000-14041007,[sector] نوع صنعت نامعتبر
ضران9014,اختيارخ خودران-6500-04/09/26,[warrant_rights] د
ضهرم1255,اختيارخ اهرم-30000-1404/12/26,[sector] نوع صنعت نامعتبر
كگل4,معدني و صنعتي گل گهر,[warrant_rights] د
كاله52,مرابحه سوليكو كاله لوتوس051117,[murabaha] مرابحه
ضران1012,اختيارخ خودران-18000-04/10/24,[warrant_rights] د
ضهمن1133,اختيارخ خبهمن-1700-1404/11/29,[sector] نوع صنعت نامعتبر
طوتعاون1103,اختيارف وتعاون-1600-14041126,[sector] نوع صنعت نامعتبر
كروميت,توسعه معادن كروميت كاوندگان,[warrant_rights] د
جهرم,پتروشيمي جهرم,[sector] نوع صنعت نامعتبر
دي سهام,صندوق س.دي سهام-سهام,[warrant_rights] د
رتكو,كنترل ‌خوردگي ‌تكين ‌كوي,[warrant_rights] د
ضملي1407,اختيارخ فملي-7000-1404/11/01,[sector] نوع صنعت نامعتبر
ولتجار,واسپاري تجارايرانيان,[sector] نوع صنعت نامعتبر
ضمخا1110,اختيارخ اخابر-700-1404/11/21,[sector] نوع صنعت نامعتبر
طفزر1221,اختيارف فزر-100000-14041210,[sector] نوع صنعت نامعتبر
ختور,رادياتور ايران‌,[warrant_rights] د
طفار1204,اختيارف فارس-8000-1404/12/13,[sector] نوع صنعت نامعتبر
طوتعاون902,اختيارف وتعاون-1500-14040930,[sector] نوع صنعت نامعتبر
ضفلا1006,اختيارخ فولاد-3250-1404/10/10,[warrant_rights] د
لازما,كارخانه هاي صنعتي آزمايش,[sector] نوع صنعت نامعتبر
هامرز,صندوق س اعتماد هامرز-ثابت,[warrant_rights] د
ضفرابورس1106,اختيارخ فرابورس-4000-14041105,[sector] نوع صنعت نامعتبر
معيار,سرمايه گذاري معيار صنعت پارس,[sector] نوع صنعت نامعتبر
طران1006,اختيارف خودران-11000-04/10/24,[warrant_rights] د
ضذوب9028,اختيارخ ذوب-360-1404/09/19,[sector] نوع صنعت نامعتبر
طاساس1015,اختيارف آساس-42000-14041029,[sector] نوع صنعت نامعتبر
طجهش1214,اختيارف جهش-9000-1404/12/13,[sector] نوع صنعت نامعتبر
ضملت0135,اختيارخ وبملت-2000-1405/01/19,[sector] نوع صنعت نامعتبر
ضفلا0134,اختيارخ فولاد-4500-1405/01/19,[warrant_rights] د
هوشمند2,صندوق س شاخصي شفق رابين,[warrant_rights] د
ضتوان1100,اختيارخ توان-18000-14041126,[sector] نوع صنعت نامعتبر
ضملت1185,اختيارخ وبملت-1200-1404/11/21,[sector] نوع صنعت نامعتبر
صپويا612,صكوك مرابحه بپويا612-3ماهه23%,[murabaha] مرابحه
طتاص1100,اختيارف تاصيكو-6000-04/11/01,[sector] نوع صنعت نامعتبر
طتاص1108,اختيارف تاصيكو-12000-04/11/01,[sector] نوع صنعت نامعتبر
ضفلا1008,اختيارخ فولاد-3750-1404/10/10,[warrant_rights] د
طهرم1125,اختيارف اهرم-30000-1404/11/29,[sector] نوع صنعت نامعتبر
مصفها62,مشاركت ش اصفهان62-3ماهه 20.5%,[sector] نوع صنعت نامعتبر
ضفار1210,اختيارخ فارس-14000-1404/12/13,[sector] نوع صنعت نامعتبر
طهرم1248,اختيارف اهرم-16000-1404/12/26,[sector] نوع صنعت نامعتبر
ضموج911,اختيارخ موج-22000-14040923,[sector] نوع صنعت نامعتبر
طهمن1132,اختيارف خبهمن-1600-1404/11/29,[sector] نوع صنعت نامعتبر
ضستا0141,اختيارخ شستا-1800-1405/01/11,[sector] نوع صنعت نامعتبر
دكپسول,توليد ژلاتين كپسول ايران,[warrant_rights] د
تكنار,مجتمع معادن مس تكنار,[warrant_rights] د
كارنو04,مرابحه كارنوتجارت ياسين041124,[murabaha] مرابحه
طموج1025,اختيارف موج-14000-14041021,[sector] نوع صنعت نامعتبر
طتيام1211,اختيارف تيام-9500-14041224,[sector] نوع صنعت نامعتبر
طملت1205,اختيارف وبملت-1300-1404/12/19,[sector] نوع صنعت نامعتبر
ضفلا0125,اختيارخ فولاد-2200-1405/01/19,[warrant_rights] د
صنهال,صندوق س. نهال ايرانيان-ثابت,[warrant_rights] د
ضهرم0127,اختيارخ اهرم-18000-1405/01/26,[sector] نوع صنعت نامعتبر
ضهرم1022,اختيارخ اهرم-20000-1404/10/24,[sector] نوع صنعت نامعتبر
ضمخا1103,اختيارخ اخابر-380-1404/11/21,[sector] نوع صنعت نامعتبر
ضذوب1148,اختيارخ ذوب-500-1404/11/21,[sector] نوع صنعت نامعتبر
چكارن,كارتن‌ ايران‌,[sector] نوع صنعت نامعتبر
تبرك,گروه كارخانجات صنعتي تبرك,[sector] نوع صنعت نامعتبر
ضفار1208,اختيارخ فارس-12000-1404/12/13,[sector] نوع صنعت نامعتبر
كرماشا4,صنايع پتروشيمي كرمانشاه,[sector] نوع صنعت نامعتبر
ضشنا1084,اختيارخ شپنا-3250-1404/10/17,[sector] نوع صنعت نامعتبر
ضامين شهر1202,اختيارخ امين شهر-16632-041203,[sector] نوع صنعت نامعتبر
زعف0410پ08,زعفران0410نگين روستا(پ),[sector] نوع صنعت نامعتبر
ضملي1400,اختيارخ فملي-3750-1404/11/01,[sector] نوع صنعت نامعتبر
ضفزر1006,اختيارخ فزر-65000-14041007,[sector] نوع صنعت نامعتبر
كمينا,شيشه سازي مينا,[sector] نوع صنعت نامعتبر
بتك,كارخانجات كابل سازي‌ تك‌,[sector] نوع صنعت نامعتبر
ضجار1237,اختيارخ وتجارت-650-1404/12/19,[sector] نوع صنعت نامعتبر
طاساس1016,اختيارف آساس-44000-14041029,[sector] نوع صنعت نامعتبر
ضشنا1083,اختيارخ شپنا-3000-1404/10/17,[sector] نوع صنعت نامعتبر
زبينا,كشاورزي و دامپروري بينالود,[warrant_rights] د
تپكو,توليدتجهيزات‌سنگين‌هپكو,[warrant_rights] د
طفلا1009,اختيارف فولاد-4000-1404/10/10,[warrant_rights] د
انتخاب04,مرابحه انتخاب الكترونيك041006,[murabaha] مرابحه
وتوشه,سرمايه‌ گذاري‌ پارس‌ توشه‌,[sector] نوع صنعت نامعتبر
طملت0132,اختيارف وبملت-1700-1405/01/19,[sector] نوع صنعت نامعتبر
طجار1234,اختيارف وتجارت-500-1404/12/19,[sector] نوع صنعت نامعتبر
پايا,صندوق س.پايا قلك پويا-د,[warrant_rights] د
صفولا65,صكوك اجاره فولاد65-بدون ضامن,[warrant_rights] د
طسپا1249,اختيارف خساپا-600-1404/12/26,[sector] نوع صنعت نامعتبر
تابان13,اجاره تابان فردا آشنا14060627,[warrant_rights] د
طپادا1018,اختيارف پادا-190000-14041007,[warrant_rights] د
خوشه,ص.س.صندوق در صندوق خوشه گندم,[warrant_rights] د
ضشنا1091,اختيارخ شپنا-6000-1404/10/17,[sector] نوع صنعت نامعتبر
طملي0127,اختيارف فملي-8000-1405/01/11,[sector] نوع صنعت نامعتبر
طتيام1006,اختيارف تيام-15000-14041029,[sector] نوع صنعت نامعتبر
طلاي ناب08,مرابحه طلاي ناب كوروش080403,[murabaha] مرابحه
شملي,ملي شيمي كشاورز,[sector] نوع صنعت نامعتبر
لخانه,لوازم‌ خانگي‌ پارس‌,[sector] نوع صنعت نامعتبر
طفزر1218,اختيارف فزر-85000-14041210,[sector] نوع صنعت نامعتبر
طذوب1148,اختيارف ذوب-500-1404/11/21,[sector] نوع صنعت نامعتبر
ضفلا1400,اختيارخ فولاد-1600-1404/11/08,[warrant_rights] د
ضهمن1137,اختيارخ خبهمن-2200-1404/11/29,[sector] نوع صنعت نامعتبر
ضتوان1104,اختيارخ توان-24000-14041126,[sector] نوع صنعت نامعتبر
فسوژ,سوژميران,[sector] نوع صنعت نامعتبر
شلرد,كود شيميايي اوره لردگان,[warrant_rights] د
كرمان531,مرابحه كرمان موتور-كارون050327,[murabaha] مرابحه
طجهش1018,اختيارف جهش-6500-1404/10/10,[sector] نوع صنعت نامعتبر
وفتخارح,ح . سرمايه گذاري افتخار سهام,[sector] نوع صنعت نامعتبر
دفارا,داروسازي‌ فارابي‌,[warrant_rights] د
وسين,بيمه سينا,[sector] نوع صنعت نامعتبر
ضران1004,اختيارخ خودران-9000-04/10/24,[warrant_rights] د
ططعام1006,اختيارف طعام-11000-14041015,[sector] نوع صنعت نامعتبر
هدف,ص.س.دثابت مشترك صباي هدف-د,[warrant_rights] د
طذوب1211,اختيارف ذوب-260-1404/12/19,[sector] نوع صنعت نامعتبر
وكادو,تكادو,[warrant_rights] د
ضران1000,اختيارخ خودران-6500-04/10/24,[warrant_rights] د
قلرست,قند لرستان‌,[warrant_rights] د
ضهرم1124,اختيارخ اهرم-28000-1404/11/29,[sector] نوع صنعت نامعتبر
طسپا1242,اختيارف خساپا-340-1404/12/26,[sector] نوع صنعت نامعتبر
كرونا2,تامين مالي جمعي صرفا اهداي سود,[warrant_rights] د
طتوان1226,اختيارف توان-20000-14041224,[sector] نوع صنعت نامعتبر
طستر1229,اختيارف خگستر-3750-1404/12/06,[sector] نوع صنعت نامعتبر
طتاب1120,اختيارف شتاب-10000-1404/11/08,[sector] نوع صنعت نامعتبر
ضكاريس1000,اختيارخ كاريس-22000-14041015,[sector] نوع صنعت نامعتبر
ضذوب1013,اختيارخ ذوب-280-1404/10/17,[sector] نوع صنعت نامعتبر
كپشير,پشم‌شيشه‌ايران‌,[sector] نوع صنعت نامعتبر
وخاور4,بانك خاورميانه,[sector] نوع صنعت نامعتبر
طفار1207,اختيارف فارس-11000-1404/12/13,[sector] نوع صنعت نامعتبر
فنوال,نورد آلومينيوم‌,[warrant_rights] د
ضفلا1221,اختيارخ فولاد-3250-1404/12/13,[warrant_rights] د
خفناور,مهندسي صنعتي روان فن آور,[warrant_rights] د
صبحان606,صكوك مرابحه دسبحان606-3ماهه23%,[warrant_rights] د
صفارس808,صكوك اجاره فارس808-بدون ضامن,[warrant_rights] د
طموج1026,اختيارف موج-15000-14041021,[sector] نوع صنعت نامعتبر
ضهرم1115,اختيارخ اهرم-13000-1404/11/29,[sector] نوع صنعت نامعتبر
طپناه900,اختيارف پناه-9500-14040923,[sector] نوع صنعت نامعتبر
طموج905,اختيارف موج-15000-14040923,[sector] نوع صنعت نامعتبر
پايش,ص.س. درآمد ثابت پايش-د,[warrant_rights] د
ضجهش1217,اختيارخ جهش-12000-1404/12/13,[sector] نوع صنعت نامعتبر
طملت0128,اختيارف وبملت-1300-1405/01/19,[sector] نوع صنعت نامعتبر
خكار,ايركا پارت صنعت,[sector] نوع صنعت نامعتبر
گلديس2,صندوق س.پشتوانه طلا گلديس نوين,[warrant_rights] د
طفرابورس1105,اختيارف فرابورس-3800-14041105,[sector] نوع صنعت نامعتبر
طشنا1084,اختيارف شپنا-3250-1404/10/17,[sector] نوع صنعت نامعتبر
ضتاص0101,اختيارخ تاصيكو-6500-05/01/11,[sector] نوع صنعت نامعتبر
ضموج1033,اختيارخ موج-24000-14041021,[sector] نوع صنعت نامعتبر
ضستا1137,اختيارخ شستا-910-1404/11/08,[sector] نوع صنعت نامعتبر
معدن,صندوق س صنايع مفيد6- بخشي,[warrant_rights] د
گپارس,امور رفاهي كارگزاران پارس,[sector] نوع صنعت نامعتبر
طپناه903,اختيارف پناه-12000-14040923,[sector] نوع صنعت نامعتبر
مبتكران06,مرابحه مبتكران گلديران060919,[warrant_rights] د
ضهرم1252,اختيارخ اهرم-24000-1404/12/26,[sector] نوع صنعت نامعتبر
سدور,سيمان‌ دورود,[warrant_rights] د
فنر,پارس فنر,[sector] نوع صنعت نامعتبر
داراب,پتروشيمي داراب,[warrant_rights] د
كگهر072,اجاره گهرزمين سپهر14070822,[sector] نوع صنعت نامعتبر
شارپيلن,پتروشيمي ارغوان گسترايلام,[sector] نوع صنعت نامعتبر
سخوز4,سيمان خوزستان,[sector] نوع صنعت نامعتبر
مقدم05,مرابحه توليد اصفهان مقدم050201,[warrant_rights] د
طملت1184,اختيارف وبملت-1100-1404/11/21,[sector] نوع صنعت نامعتبر
ضبساما1120,اختيارخ بساما-9000-14041105,[sector] نوع صنعت نامعتبر
ركيش,كارت اعتباري ايران كيش,[sector] نوع صنعت نامعتبر
ضمخا1109,اختيارخ اخابر-650-1404/11/21,[sector] نوع صنعت نامعتبر
ضمخا9010,اختيارخ اخابر-600-1404/09/19,[sector] نوع صنعت نامعتبر
سجام,مجتمع سيمان غرب آسيا,[sector] نوع صنعت نامعتبر
وبوعلي,سرمايه‌گذاري‌بوعلي‌,[sector] نوع صنعت نامعتبر
كمينا07,مرابحه شيشه سازي مينا070516,[murabaha] مرابحه
طستا1144,اختيارف شستا-1610-1404/11/08,[sector] نوع صنعت نامعتبر
ضذوب1146,اختيارخ ذوب-400-1404/11/21,[sector] نوع صنعت نامعتبر
كاسپين,داروسازي كاسپين تامين,[warrant_rights] د
سيمرغ,سيمرغ,[sector] نوع صنعت نامعتبر
طستر1234,اختيارف خگستر-6000-1404/12/06,[sector] نوع صنعت نامعتبر
طكاريس1005,اختيارف كاريس-32000-14041015,[sector] نوع صنعت نامعتبر
ضكاريس1004,اختيارخ كاريس-30000-14041015,[sector] نوع صنعت نامعتبر
تسه1402,امتيازتسهيلات مسكن سال1402,[housing] تس
الماس,صندوق س.امين تدبيرگران فردا-س,[warrant_rights] د
حفاري,حفاري شمال,[sector] نوع صنعت نامعتبر
شپلي,پلي اكريل ايران,[sector] نوع صنعت نامعتبر
ضتوان903,اختيارخ توان-12000-14040923,[sector] نوع صنعت نامعتبر
مشهد62,مشاركت ش مشهد62-3ماهه20.5%,[warrant_rights] د
ضفلا1004,اختيارخ فولاد-2800-1404/10/10,[warrant_rights] د
كسعدي,كاشي‌ سعدي‌,[warrant_rights] د
ضفلا0128,اختيارخ فولاد-2800-1405/01/19,[warrant_rights] د
شاملا4,معدني‌ املاح‌  ايران‌,[warrant_rights] د
صفروس607,صكوك مرابحه فروس607-بدون ضامن,[warrant_rights] د
صرمد62,صكوك اجاره سرمد62-3ماهه23%,[warrant_rights] د
ضذوب1209,اختيارخ ذوب-220-1404/12/19,[sector] نوع صنعت نامعتبر
ضستا1241,اختيارخ شستا-1510-1404/12/13,[sector] نوع صنعت نامعتبر
مكرج412,مشاركت ش كرج412-3ماهه18%,[sector] نوع صنعت نامعتبر
تبريز412,مشاركت ش تبريز412-3ماهه18%,[sector] نوع صنعت نامعتبر
طذوب9022,اختيارف ذوب-240-1404/09/19,[sector] نوع صنعت نامعتبر
اعتماد2,صندوق س.اعتماد آفرين پارسيان-د,[warrant_rights] د
ضذوب9023,اختيارخ ذوب-260-1404/09/19,[sector] نوع صنعت نامعتبر
تخت گاز,صندوق س.بخشي صنايع معيار-ب,[warrant_rights] د
ناب,صندوق س.پشتوانه طلا نهايت نگر,[warrant_rights] د
اراد190,مرابحه عام دولت190-ش.خ050928,[warrant_rights] د
لبوتان,گروه‌صنعتي‌بوتان‌,[sector] نوع صنعت نامعتبر
ضملي0122,اختيارخ فملي-5500-1405/01/11,[sector] نوع صنعت نامعتبر
ختوقا4,قطعات‌ اتومبيل‌ ايران‌,[sector] نوع صنعت نامعتبر
ثفارس,عمران‌وتوسعه‌فارس‌,[sector] نوع صنعت نامعتبر
ضسپا1241,اختيارخ خساپا-320-1404/12/26,[sector] نوع صنعت نامعتبر
طخود2071,اختيارف خودرو-700-1405/02/02,[warrant_rights] د
شسينا,صنايع‌شيميايي‌سينا,[sector] نوع صنعت نامعتبر
غگرجي,بيسكويت‌  گرجي‌,[sector] نوع صنعت نامعتبر
ضفرابورس1104,اختيارخ فرابورس-3600-14041105,[sector] نوع صنعت نامعتبر
نيلي,صندوق س. نوع دوم نيلي دماوند-د,[warrant_rights] د
طعام,صندوق س.بخشي بازده صنايع2-ب,[warrant_rights] د
مرواريد,صندوق س. مرواريد بها بازار-س,[warrant_rights] د
طخود2064,اختيارف خودرو-380-1405/02/02,[warrant_rights] د
صبهمن052,صكوك مرابحه بهمن 052-3ماهه18%,[murabaha] مرابحه
ارمغان,ص سرمايه گذاري ارمغان ايرانيان,[sector] نوع صنعت نامعتبر
تفارس,تامين سرمايه خليج فارس,[sector] نوع صنعت نامعتبر
سكه0412پ03,تمام سكه طرح جديد0412 سامان,[warrant_rights] د
طفصبا1142,اختيارف فصبا-3800-14041105,[sector] نوع صنعت نامعتبر
ضستا0136,اختيارخ شستا-1300-1405/01/11,[sector] نوع صنعت نامعتبر
گلريز05,اجاره گلريز پليمر قم14051026,[sector] نوع صنعت نامعتبر
زعف0410پ20,زعفران0410نگين وحدت جام(پ),[warrant_rights] د
ضموج1026,اختيارخ موج-15000-14041021,[sector] نوع صنعت نامعتبر
ضران1001,اختيارخ خودران-7000-04/10/24,[warrant_rights] د
ضتوان1020,اختيارخ توان-26000-14041021,[sector] نوع صنعت نامعتبر
ضپناه907,اختيارخ پناه-16000-14040923,[sector] نوع صنعت نامعتبر
زعف0410پ26,زعفران0410نگين بديعي(پ),[warrant_rights] د
ضموج1034,اختيارخ موج-26000-14041021,[sector] نوع صنعت نامعتبر
ضخود1148,اختيارخ خودرو-360-1404/11/01,[warrant_rights] د
طفلا1216,اختيارف فولاد-2200-1404/12/13,[warrant_rights] د
ضجهش1222,اختيارخ جهش-18000-1404/12/13,[sector] نوع صنعت نامعتبر
طتاب1124,اختيارف شتاب-14000-1404/11/08,[sector] نوع صنعت نامعتبر
صفولا051,صكوك اجاره فولاد051-بدون ضامن,[warrant_rights] د
ضجهش1214,اختيارخ جهش-9000-1404/12/13,[sector] نوع صنعت نامعتبر
پارس ميكا06,مرابحه پارس ميكاكيش060708,[murabaha] مرابحه
وپارس,بانك‌پارسيان‌,[sector] نوع صنعت نامعتبر
طكاريس1003,اختيارف كاريس-28000-14041015,[sector] نوع صنعت نامعتبر
نيواد07,مرابحه نيوادفارمد سلامت070409,[warrant_rights] د
دشيمي,شيمي‌ داروئي‌ داروپخش‌,[warrant_rights] د
ضسپا0120,اختيارخ خساپا-600-1405/01/26,[sector] نوع صنعت نامعتبر
طملي1410,اختيارف فملي-9000-1404/11/01,[sector] نوع صنعت نامعتبر
ضتوان1101,اختيارخ توان-19000-14041126,[sector] نوع صنعت نامعتبر
ضجار1233,اختيارخ وتجارت-450-1404/12/19,[sector] نوع صنعت نامعتبر
غپاك,لبنيات‌ پاك‌,[sector] نوع صنعت نامعتبر
عاليس,بهار رز عاليس چناران,[sector] نوع صنعت نامعتبر
گام050616,گواهي اعتبارمولد كشاورزي050631,[warrant_rights] د
مهد06,اجاره مهد س.خاورميانه14060715,[warrant_rights] د
يلدا,صندوق س.مشترك سبحان-سهام,[warrant_rights] د
بركت,گروه دارويي بركت,[warrant_rights] د
ضاطلس100008,اختيارخ اطلس-85000-14041021,[sector] نوع صنعت نامعتبر
طستا0136,اختيارف شستا-1300-1405/01/11,[sector] نوع صنعت نامعتبر
كمند,صندوق س. با درآمد ثابت كمند,[warrant_rights] د
اراد234,مرابحه عام دولت234-ش.خ070808,[warrant_rights] د
صعبيد711,صكوك مرابحه دعبيد711-3ماهه23%,[warrant_rights] د
طملت1189,اختيارف وبملت-1600-1404/11/21,[sector] نوع صنعت نامعتبر
صشاد709,صكوك مرابحه شادگان709-3ماهه23%,[warrant_rights] د
ضذوب9029,اختيارخ ذوب-380-1404/09/19,[sector] نوع صنعت نامعتبر
كارامح,ح . صنايع سرام آرا,[sector] نوع صنعت نامعتبر
كرمان5123,مرابحه كرمان موتور-تاك051223,[murabaha] مرابحه
ضموج907,اختيارخ موج-17000-14040923,[sector] نوع صنعت نامعتبر
سپاها,سيمان‌سپاهان‌,[sector] نوع صنعت نامعتبر
طشنا1090,اختيارف شپنا-5500-1404/10/17,[sector] نوع صنعت نامعتبر
گوهر2,صندوق طلاي كيان,[warrant_rights] د
ضوتعاون907,اختيارخ وتعاون-2000-14040930,[sector] نوع صنعت نامعتبر
غزر4,صنعتي زر ماكارون,[sector] نوع صنعت نامعتبر
ضفلا1405,اختيارخ فولاد-2200-1404/11/08,[warrant_rights] د
ضموج1024,اختيارخ موج-13000-14041021,[sector] نوع صنعت نامعتبر
طپادا1026,اختيارف پادا-270000-14041007,[warrant_rights] د
اخزا212,اسناد خزانه-م12بودجه02-050916,[warrant_rights] د
ططعام1003,اختيارف طعام-9000-14041015,[sector] نوع صنعت نامعتبر
ضستر1233,اختيارخ خگستر-5500-1404/12/06,[sector] نوع صنعت نامعتبر
ضتاص0104,اختيارخ تاصيكو-8000-05/01/11,[sector] نوع صنعت نامعتبر
طتاص1105,اختيارف تاصيكو-9000-04/11/01,[sector] نوع صنعت نامعتبر
ضران1006,اختيارخ خودران-11000-04/10/24,[warrant_rights] د
قشرين,قند شيرين خراسان,[warrant_rights] د
ضسپا1136,اختيارخ خساپا-400-1404/11/29,[sector] نوع صنعت نامعتبر
ضهرم1117,اختيارخ اهرم-15000-1404/11/29,[sector] نوع صنعت نامعتبر
ضفزر1013,اختيارخ فزر-100000-14041007,[sector] نوع صنعت نامعتبر
طخود2066,اختيارف خودرو-450-1405/02/02,[warrant_rights] د
آفرين,صندوق س رشدآفرين سرمايه-مختلط,[warrant_rights] د
آفاق,صندوق س نوع دوم افق آتي-ثابت,[warrant_rights] د
بانكا,صندوق س صنايع آگاه4-بخشي,[warrant_rights] د
طفزر1000,اختيارف فزر-44000-14041007,[sector] نوع صنعت نامعتبر
ضفلا1007,اختيارخ فولاد-3500-1404/10/10,[warrant_rights] د
وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,[warrant_rights] د
طموج1035,اختيارف موج-28000-14041021,[sector] نوع صنعت نامعتبر
بذر,صندوق س بذر اميد آفرين-سهام,[warrant_rights] د
طخود1305,اختيارف خودرو-380-1404/10/03,[warrant_rights] د
طخود1300,اختيارف خودرو-280-1404/10/03,[warrant_rights] د
عكاله4,سلف شيركاله,[sector] نوع صنعت نامعتبر
صگستر906,صكوك اجاره ارغوان906-3ماهه23%,[sector] نوع صنعت نامعتبر
ترام چاپ06,مرابحه ترام چاپ061109,[murabaha] مرابحه
ضخود2063,اختيارخ خودرو-360-1405/02/02,[warrant_rights] د
هوشمند,صندوق س شاخصي شفق رابين,[warrant_rights] د
ضملي0131,اختيارخ فملي-12000-1405/01/11,[sector] نوع صنعت نامعتبر
ضستا1043,اختيارخ شستا-560-1404/10/10,[sector] نوع صنعت نامعتبر
طفصبا1133,اختيارف فصبا-2000-14041105,[sector] نوع صنعت نامعتبر
طشنا1230,اختيارف شپنا-4500-1404/12/19,[sector] نوع صنعت نامعتبر
طملي1413,اختيارف فملي-12000-1404/11/01,[sector] نوع صنعت نامعتبر
ضخود1145,اختيارخ خودرو-300-1404/11/01,[warrant_rights] د
ضفصبا1140,اختيارخ فصبا-3400-14041105,[sector] نوع صنعت نامعتبر
ضبساما1119,اختيارخ بساما-8500-14041105,[sector] نوع صنعت نامعتبر
ضموج917,اختيارخ موج-34000-14040923,[sector] نوع صنعت نامعتبر
طمخا1105,اختيارف اخابر-450-1404/11/21,[sector] نوع صنعت نامعتبر
ضطعام1003,اختيارخ طعام-9000-14041015,[sector] نوع صنعت نامعتبر
ضستر1030,اختيارخ خگستر-3000-1404/10/03,[sector] نوع صنعت نامعتبر
طسپا1142,اختيارف خساپا-700-1404/11/29,[sector] نوع صنعت نامعتبر
هم تراز2,صندوق س شاخصي هم وزن تراز-سهام,[warrant_rights] د
ضخود1310,اختيارخ خودرو-600-1404/10/03,[warrant_rights] د
ضفلا1225,اختيارخ فولاد-4500-1404/12/13,[warrant_rights] د
طستا2057,اختيارف شستا-2000-1405/02/09,[sector] نوع صنعت نامعتبر
علاله1,سلف موازي پلي اتيلن سبك فيلم,[sector] نوع صنعت نامعتبر
پرديس4,سرمايه گذاري پرديس,[warrant_rights] د
ضبساما1121,اختيارخ بساما-9500-14041105,[sector] نوع صنعت نامعتبر
ططعام1000,اختيارف طعام-7500-14041015,[sector] نوع صنعت نامعتبر
طسپا9014,اختيارف خساپا-400-1404/09/26,[sector] نوع صنعت نامعتبر
تجلي,تجلي توسعه معادن و فلزات,[warrant_rights] د
ضملت1009,اختيارخ وبملت-1300-1404/10/17,[sector] نوع صنعت نامعتبر
طجار1076,اختيارف وتجارت-550-1404/10/17,[sector] نوع صنعت نامعتبر
طموج906,اختيارف موج-16000-14040923,[sector] نوع صنعت نامعتبر
ضاطلس100010,اختيارخ اطلس-95000-14041021,[sector] نوع صنعت نامعتبر
ضفلا1410,اختيارخ فولاد-3250-1404/11/08,[warrant_rights] د
تكپاد,صندوق س. مشترك آريان-س,[warrant_rights] د
طهرم9019,اختيارف اهرم-24000-1404/09/26,[sector] نوع صنعت نامعتبر
طتاص0100,اختيارف تاصيكو-6000-05/01/11,[sector] نوع صنعت نامعتبر
